제품명,브랜드,AI여부,CPU브랜드,CPU등급,그래픽,RAM(GB),배터리용량,무게(kg),화면크기(인치),가격,리뷰수,용도,용도_게임용,용도_그래픽작업용,용도_사무,용도_휴대용,has_rating,별점,외장그래픽,등록일,등록_경과월,Cluster,OS_프리도스,OS_윈도우11,OS_macOS
LG전자 2025 그램16 16ZD90T-GX56K WIN11,LG전자,1,인텔,5,내장,16.0,77.0,1.199,16.0,1810880,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
LG전자 2026 그램 프로16 16Z95U-GU7CK,LG전자,1,AMD,7,내장,32.0,77.0,1.19,16.0,2947990,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
ASUS TUF Gaming A16 FA608UM-RV042 WIN11 32GB램,ASUS,1,AMD,7,외장,32.0,90.0,2.2,16.0,2336500,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.05.,10,0,0,1,0
ASUS 비보북 M1502YA-BQ615 WIN11 16GB램,ASUS,0,AMD,7,내장,16.0,42.0,1.7,15.6,799000,4,일반,0,0,1,0,1,4.7,0,25.02.,13,4,0,1,0
LG전자 2026 그램 프로16 16ZD90U-GX56K WIN11,LG전자,1,인텔,5,내장,16.0,77.0,1.239,16.0,2454890,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
ASUS ROG STRIX G18 G815LW-S9103 WIN11 64GB램,ASUS,1,인텔,9,외장,64.0,90.0,3.42,18.0,5067000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.03.,12,0,0,1,0
Razer Blade 14 R9 Zen5 R5060,Razer,1,AMD,9,외장,16.0,72.0,1.63,14.0,2799000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,26.02.,1,0,0,1,0
삼성전자 갤럭시북5 프로 NT960XHA-K51A,삼성전자,1,인텔,5,내장,16.0,76.0,1.56,16.0,2183000,8,사무,0,0,1,0,1,4.6,0,25.01.,14,4,0,1,0
HP 오멘 MAX 16-ah0081TX,HP,1,인텔,9,외장,32.0,83.0,2.75,16.0,3590000,11,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.04.,11,0,0,1,0
ASUS TUF Gaming A16 FA608PP-QT028 WIN11,ASUS,0,AMD,9,외장,16.0,90.0,2.2,16.0,2361270,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.05.,10,2,0,1,0
LG전자 2026 그램15 15ZD95U-GX59K WIN11,LG전자,1,AMD,5,내장,32.0,72.0,1.29,15.6,2147890,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
LG전자 2026 그램 프로16 16ZD95U-GX79K WIN11,LG전자,1,AMD,7,내장,32.0,77.0,1.19,16.0,2999000,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
LG전자 2025 그램15 15ZD90T-GX59K,LG전자,1,인텔,5,내장,32.0,72.0,1.29,15.6,2109360,2,사무,0,0,1,0,1,5.0,0,25.01.,14,4,1,0,0
GIGABYTE 게이밍 A16 3WH,GIGABYTE,1,AMD,7,외장,32.0,76.0,2.2,16.0,2299000,122,"게임용 , 그래픽작업용",1,1,0,0,1,4.9,1,25.09.,6,5,1,0,0
삼성전자 갤럭시북5 프로360 NT960QHA-KD72G,삼성전자,1,인텔,7,내장,32.0,76.0,1.69,16.0,2797990,9,사무,0,0,1,0,1,4.8,0,24.11.,16,4,0,1,0
삼성전자 갤럭시북5 프로 NT960XHA-KD72G,삼성전자,1,인텔,7,내장,32.0,76.0,1.56,16.0,2699000,6,사무,0,0,1,0,1,4.8,0,25.01.,14,4,0,1,0
LG전자 2026 그램14 14ZD95U-GX56K WIN11,LG전자,1,AMD,5,내장,16.0,72.0,1.12,14.0,1842940,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
레노버 아이디어패드 Slim3 15AHP10 83KA005NKR WIN11,레노버,1,AMD,5,내장,16.0,60.0,1.63,15.3,1099000,0,사무,0,0,1,0,0,0.0,0,25.12.,3,1,0,1,0
ASUS TUF Gaming A18 FA808UP-S8017,ASUS,1,AMD,7,외장,16.0,90.0,2.6,18.0,2240000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,5,1,0,0
ASUS ROG STRIX G18 G814FM-S9020 WIN11,ASUS,0,AMD,7,외장,16.0,90.0,3.0,18.0,2659000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.07.,8,2,0,1,0
LG전자 2023 그램16 16ZD90RU-GX54K,LG전자,0,인텔,5,내장,16.0,80.0,1.199,16.0,1599000,0,사무,0,0,1,0,0,0.0,0,24.11.,16,1,1,0,0
삼성전자 갤럭시북4 울트라 NT960XGL-XC92G,삼성전자,1,인텔,9,외장,32.0,76.0,1.86,16.0,4212990,5,"게임용 , 그래픽작업용",1,1,0,0,1,4.6,1,24.03.,24,0,0,1,0
LG전자 울트라PC 15U50T-GA5HK,LG전자,0,인텔,5,내장,16.0,51.0,1.7,15.6,1080980,27,사무,0,0,1,0,1,4.8,0,24.11.,16,4,0,1,0
삼성전자 갤럭시북5 프로360 NT960QHA-K71AR,삼성전자,1,인텔,7,내장,32.0,76.0,1.69,16.0,2738000,452,사무,0,0,1,0,1,4.9,0,24.12.,15,4,0,1,0
HP HyperX 오멘 15-gb0044AX,HP,1,AMD,5,외장,24.0,70.0,2.42,15.3,1768000,4,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,26.01.,2,5,1,0,0
삼성전자 갤럭시북5 프로 NT940XHA-K51A,삼성전자,1,인텔,5,내장,16.0,63.0,1.23,14.0,2042890,11,사무,0,0,1,0,1,4.9,0,25.01.,14,4,0,1,0
LG전자 2023 그램15 15Z90R-GA56K,LG전자,0,인텔,5,내장,16.0,80.0,1.14,15.6,1638990,10,사무,0,0,1,0,1,4.9,0,23.01.,38,4,0,1,0
LG전자 2026 그램 프로360 16T95TP-KA5WK,LG전자,1,인텔,5,내장,16.0,77.0,1.399,16.0,2839960,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
LG전자 그램북 15UD50U-GX5JK WIN11 32GB램,LG전자,1,인텔,5,내장,32.0,51.0,1.7,15.6,1622450,1,사무,0,0,1,0,1,5.0,0,26.01.,2,4,0,1,0
LG전자 2025 그램 프로16 16ZD90TR-EX79K,LG전자,1,인텔,7,외장,32.0,90.0,1.36,16.0,3149000,0,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,0,0.0,1,26.01.,2,5,1,0,0
LG전자 2026 그램 프로16 16Z95U-GU7BK,LG전자,1,AMD,7,내장,32.0,77.0,1.19,16.0,3197190,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
ASUS TUF Gaming A16 FA608UM-RV042 WIN11,ASUS,1,AMD,7,외장,16.0,90.0,2.2,16.0,1856000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.05.,10,0,0,1,0
삼성전자 갤럭시북4 엣지 NT960XMB-K01A,삼성전자,1,Qualcomm,7,내장,16.0,61.8,1.55,16.0,1597000,19,사무,0,0,1,0,1,4.7,0,24.06.,21,4,0,1,0
LG전자 2023 그램16 16ZD90RU-GX56K,LG전자,0,인텔,5,내장,16.0,80.0,1.199,16.0,1555000,27,사무,0,0,1,0,1,4.7,0,23.05.,34,3,1,0,0
GIGABYTE AERO X16 1VH 93KRC94D,GIGABYTE,1,AMD,7,외장,16.0,76.0,1.9,16.0,2148000,35,"게임용 , 그래픽작업용",1,1,0,0,1,4.7,1,25.06.,9,5,1,0,0
삼성전자 갤럭시북4 NT750XGR-A51A,삼성전자,0,인텔,5,내장,16.0,54.0,1.55,15.6,1216840,46,사무,0,0,1,0,1,4.8,0,24.03.,24,3,1,0,0
LG전자 그램북 15UD50U-GX5JK 16GB램,LG전자,1,인텔,5,내장,16.0,51.0,1.7,15.6,1203580,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
LG전자 2026 그램 프로360 16T95TP-KD79K,LG전자,1,인텔,7,내장,32.0,77.0,1.399,16.0,3224990,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
ASUS TUF Gaming A16 FA608UM-RV042,ASUS,1,AMD,7,외장,16.0,90.0,2.2,16.0,1738990,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.05.,10,5,1,0,0
LG전자 2026 그램14 14ZD95U-GX59K,LG전자,1,AMD,5,내장,32.0,72.0,1.12,14.0,2142980,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
ASUS ROG STRIX G18 G814FM-S9020 WIN11 32GB램,ASUS,0,AMD,7,외장,32.0,90.0,3.0,18.0,2969000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.07.,8,2,0,1,0
HP 오멘 MAX 16-ak0017AX,HP,1,AMD,7,외장,32.0,83.0,2.48,16.0,3289000,5,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.04.,11,0,0,1,0
ASUS ROG Flow Z13 GZ302EA-RU007W,ASUS,1,AMD,9,내장,32.0,70.0,1.2,13.4,3299000,2,사무,0,0,1,0,1,4.0,0,25.02.,13,4,0,1,0
레노버 아이디어패드 Slim3 15AHP10 83KA0032KR WIN11,레노버,1,AMD,5,내장,8.0,60.0,1.63,15.1,950000,0,사무,0,0,1,0,0,0.0,0,25.03.,12,1,0,1,0
LG전자 2023 그램16 16ZD90RU-GX56K WIN11,LG전자,0,인텔,5,내장,16.0,80.0,1.199,16.0,1598000,36,사무,0,0,1,0,1,4.7,0,23.05.,34,4,0,1,0
레노버 아이디어패드 Slim3 15AHP10 83KA0032KR WIN11 16GB램,레노버,1,AMD,5,내장,16.0,60.0,1.63,15.1,1131000,1,사무,0,0,1,0,1,5.0,0,25.03.,12,4,0,1,0
ASUS 비보북 M1502YA-BQ615 WIN11,ASUS,0,AMD,7,내장,8.0,42.0,1.7,15.6,773000,0,일반,0,0,1,0,0,0.0,0,25.02.,13,1,0,1,0
LG전자 2025 그램 프로16 16ZD90TP-GX56K,LG전자,1,인텔,5,내장,16.0,77.0,1.199,16.0,2137390,9,사무,0,0,1,0,1,4.8,0,25.01.,14,4,1,0,0
ASUS Gaming V16 V3607VM-RP005 WIN11 32GB램,ASUS,0,인텔,5,외장,32.0,63.0,1.95,16.0,1959210,1,게임용,1,0,0,0,1,4.0,1,25.05.,10,2,0,1,0
ASUS TUF Gaming F16 FX608JPR-QT035 WIN11 32GB램,ASUS,0,인텔,7,외장,32.0,90.0,2.2,16.0,2509810,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,2,0,1,0
LG전자 2026 그램 프로16 16Z95U-GS59K,LG전자,1,AMD,5,내장,32.0,77.0,1.19,16.0,2977810,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
LG전자 2024 그램16 16Z90SU-GRF6K,LG전자,1,인텔,5,내장,8.0,77.0,1.12,16.0,1542000,0,사무,0,0,1,0,0,0.0,0,25.02.,13,1,0,1,0
에이서 프레데터 헬리오스 네오 16S 슬림 AI PHN16S-71-949J,에이서,1,인텔,9,외장,32.0,76.0,2.15,16.0,2441000,2,"게임용 , 그래픽작업용",1,1,0,0,1,4.5,1,25.07.,8,0,0,1,0
삼성전자 갤럭시북5 프로 NT940XHA-KC51G,삼성전자,1,인텔,5,내장,16.0,63.0,1.23,14.0,2094600,1,사무,0,0,1,0,1,5.0,0,25.01.,14,4,0,1,0
ASUS 비보북 16 V3607VU-RP305 WIN11,ASUS,0,인텔,5,외장,16.0,63.0,1.95,16.0,1484390,0,게임용,1,0,0,0,0,0.0,1,25.02.,13,2,0,1,0
LG전자 2025 그램 프로17 17ZD90TR-SX59K,LG전자,1,인텔,5,외장,32.0,90.0,1.48,17.0,2588000,0,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,0,0.0,1,25.02.,13,5,1,0,0
LG전자 그램북 15UD50U-GX5JK,LG전자,1,인텔,5,내장,8.0,51.0,1.7,15.6,1094980,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
ASUS ROG STRIX G18 G815LP-S9070,ASUS,1,인텔,9,외장,32.0,90.0,3.42,18.0,3199000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.05.,10,5,1,0,0
LG전자 2025 그램 프로16 16Z90TS-GU7BK,LG전자,1,인텔,7,내장,32.0,77.0,1.239,16.0,2608350,239,사무,0,0,1,0,1,4.9,0,25.01.,14,4,0,1,0
LG전자 2024 그램16 16ZD90SU-GX56K WIN11,LG전자,1,인텔,5,내장,8.0,77.0,1.12,16.0,1560220,1,사무,0,0,1,0,1,5.0,0,24.04.,23,4,0,1,0
LG전자 2026 그램14 14ZD95U-GX5WK WIN11,LG전자,1,AMD,5,내장,16.0,72.0,1.12,14.0,1798880,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
LG전자 2025 그램 프로16 16Z90TP-KA5WK,LG전자,1,인텔,5,내장,16.0,77.0,1.199,16.0,2269000,2,사무,0,0,1,0,1,5.0,0,25.01.,14,4,0,1,0
LG전자 2023 그램16 16ZD90RU-GX54K WIN11,LG전자,0,인텔,5,내장,16.0,80.0,1.199,16.0,1600000,3,사무,0,0,1,0,1,4.6,0,25.01.,14,4,0,1,0
HP 옴니북 7 16-bh0031TU,HP,1,인텔,7,내장,32.0,70.0,1.95,16.0,2718890,0,사무,0,0,1,0,0,0.0,0,26.03.,0,1,0,1,0
"APPLE 맥북프로16 M4프로 14코어 CPU, 20코어 GPU 실버",APPLE,1,APPLE,9,내장,48.0,100.0,2.14,16.2,4590000,0,그래픽작업용,0,1,0,0,0,0.0,0,24.11.,16,1,0,0,1
LG전자 2025 그램 프로17 17Z90TR-EA5BK,LG전자,1,인텔,5,외장,32.0,90.0,1.48,17.0,3285250,0,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,0,0.0,1,25.08.,7,0,0,1,0
LG전자 2025 그램 프로360 16T90TP-GA5CK,LG전자,1,인텔,5,내장,16.0,77.0,1.399,16.0,2046000,2,사무,0,0,1,0,1,5.0,0,25.01.,14,4,0,1,0
에이서 니트로 V 16S AI ANV16S-41-R7TF,에이서,1,AMD,7,외장,16.0,76.0,2.1,16.0,1549790,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.10.,5,5,1,0,0
ASUS ROG STRIX G18 G814FM-S9020 32GB램,ASUS,0,AMD,7,외장,32.0,90.0,3.0,18.0,2858000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.07.,8,3,1,0,0
HP 15-fc0223AU WIN11 16GB램,HP,0,AMD,5,내장,16.0,41.0,1.59,15.6,838000,2,사무,0,0,1,0,1,5.0,0,24.04.,23,4,0,1,0
LG전자 2024 그램16 16ZD90SU-GXF6K 16GB램,LG전자,1,인텔,5,내장,16.0,77.0,1.12,16.0,1676000,5,사무,0,0,1,0,1,5.0,0,25.02.,13,4,1,0,0
HP 15-fc0223AU,HP,0,AMD,5,내장,8.0,41.0,1.59,15.6,626000,0,사무,0,0,1,0,0,0.0,0,24.04.,23,1,1,0,0
LG전자 2024 그램16 16ZD90SU-GXF6K,LG전자,1,인텔,5,내장,8.0,77.0,1.12,16.0,1484000,0,사무,0,0,1,0,0,0.0,0,25.02.,13,1,1,0,0
HP 15-fc0223AU WIN11,HP,0,AMD,5,내장,8.0,41.0,1.59,15.6,752810,0,사무,0,0,1,0,0,0.0,0,24.04.,23,1,0,1,0
LG전자 2025 그램 프로17 17Z90TR-ED79K,LG전자,1,인텔,7,외장,32.0,90.0,1.48,17.0,3298900,0,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,0,0.0,1,26.01.,2,0,0,1,0
LG전자 2025 그램 프로16 16ZD90TR-EX7BK,LG전자,1,인텔,7,외장,32.0,90.0,1.36,16.0,3149000,0,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,0,0.0,1,26.01.,2,5,1,0,0
LG전자 2026 그램15 15ZD95U-GX59K,LG전자,1,AMD,5,내장,32.0,72.0,1.29,15.6,2091000,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
레노버 아이디어패드 Slim3 15AHP10 83KA0031KR WIN11 16GB램,레노버,1,AMD,7,내장,16.0,60.0,1.63,15.1,1219000,0,사무,0,0,1,0,0,0.0,0,25.03.,12,1,0,1,0
LG전자 2025 그램 프로360 16TD90TP-GX56K WIN11,LG전자,1,인텔,5,내장,16.0,77.0,1.399,16.0,2190000,0,사무,0,0,1,0,0,0.0,0,25.01.,14,1,0,1,0
LG전자 2025 그램14 14Z90T-GA5CK,LG전자,1,인텔,5,내장,16.0,72.0,1.12,14.0,1754800,4,사무,0,0,1,0,1,5.0,0,25.01.,14,4,0,1,0
LG전자 2025 그램 프로17 17Z90TR-SD7HK,LG전자,1,인텔,7,외장,32.0,90.0,1.48,17.0,3027750,40,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,1,5.0,1,25.02.,13,0,0,1,0
LG전자 2025 그램15 15Z90T-GA5CK,LG전자,1,인텔,5,내장,16.0,72.0,1.29,15.6,1870890,9,사무,0,0,1,0,1,4.8,0,25.01.,14,4,0,1,0
ASUS TUF Gaming F16 FX608JPR-QT035 WIN11,ASUS,0,인텔,7,외장,16.0,90.0,2.2,16.0,2177540,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,2,0,1,0
ASUS 젠북 S 14 UX5406SA-PZ429W,ASUS,1,인텔,7,내장,32.0,72.0,1.2,14.0,2086500,2,사무,0,0,1,0,1,4.5,0,25.03.,12,4,0,1,0
LG전자 2025 그램 프로360 16TD90TP-GX56K,LG전자,1,인텔,5,내장,16.0,77.0,1.399,16.0,2077740,0,사무,0,0,1,0,0,0.0,0,25.01.,14,1,1,0,0
LG전자 울트라PC 15U50T-GROWK 16GB램,LG전자,0,인텔,5,내장,16.0,51.0,1.7,15.6,990670,2,사무,0,0,1,0,1,5.0,0,24.11.,16,4,0,1,0
삼성전자 갤럭시북4 NT750XGR-A71A,삼성전자,0,인텔,7,내장,16.0,54.0,1.55,15.6,1327890,34,사무,0,0,1,0,1,4.8,0,24.03.,24,3,1,0,0
LG전자 2024 그램14 14Z90S-GA5VK,LG전자,1,인텔,5,내장,16.0,72.0,1.12,14.0,1658000,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
LG전자 2025 그램 프로16 16Z90TR-ED79K,LG전자,1,인텔,7,외장,32.0,90.0,1.36,16.0,3298670,1,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,1,5.0,1,26.01.,2,0,0,1,0
LG전자 2025 그램 프로16 16Z90TP-GA5CK,LG전자,1,인텔,5,내장,16.0,77.0,1.199,16.0,2150000,15,사무,0,0,1,0,1,5.0,0,25.01.,14,4,0,1,0
ASUS TUF Gaming A18 FA808UP-S8017 WIN11,ASUS,1,AMD,7,외장,16.0,90.0,2.6,18.0,2250000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,0,0,1,0
LG전자 울트라PC 15U50T-GROWK,LG전자,0,인텔,5,내장,8.0,51.0,1.7,15.6,976330,0,사무,0,0,1,0,0,0.0,0,24.11.,16,1,0,1,0
ASUS ExpertBook P3 PM3606CKA-MB0469,ASUS,1,AMD,7,내장,64.0,70.0,1.87,16.0,1749000,0,사무,0,0,1,0,0,0.0,0,26.03.,0,1,1,0,0
레노버 LOQ 15AHP10 R7 5060 WIN11 32GB램,레노버,1,AMD,7,외장,32.0,60.0,2.4,15.6,2060000,1,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.08.,7,0,0,1,0
LG전자 2025 그램 프로17 17ZD90TR-SX79K,LG전자,1,인텔,7,외장,32.0,90.0,1.48,17.0,2918990,3,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,1,3.6,1,25.01.,14,5,1,0,0
ASUS Gaming V16 V3607VM-RP005 32GB램,ASUS,0,인텔,5,외장,32.0,63.0,1.95,16.0,1880340,0,게임용,1,0,0,0,0,0.0,1,25.05.,10,3,1,0,0
ASUS ROG STRIX G16 G614FR-S5122 WIN11,ASUS,0,AMD,7,외장,16.0,90.0,2.5,16.0,3350000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.04.,11,2,0,1,0
LG전자 그램북 15U50U-GROWK,LG전자,1,인텔,5,내장,8.0,51.0,1.7,15.6,1177140,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
ASUS TUF Gaming F16 FX608JPR-QT035 WIN11 64GB램,ASUS,0,인텔,7,외장,64.0,90.0,2.2,16.0,2470840,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,2,0,1,0
레노버 아이디어패드 Slim3 15ARP10 83K7003AKR 16GB램,레노버,0,AMD,5,내장,16.0,60.0,1.49,15.1,959000,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,1,0,0
LG전자 2025 그램15 15Z80T-GS5CK,LG전자,1,AMD,5,내장,16.0,72.0,1.29,15.6,1795530,1,사무,0,0,1,0,1,4.0,0,25.04.,11,4,0,1,0
LG전자 2024 그램17 17ZD90SU-GXF6K WIN11,LG전자,1,인텔,5,내장,8.0,77.0,1.39,17.0,1559370,0,사무,0,0,1,0,0,0.0,0,25.02.,13,1,0,1,0
HP HyperX 오멘 15-gb0042AX,HP,1,AMD,5,외장,24.0,70.0,2.42,15.3,1948980,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,26.01.,2,0,0,1,0
LG전자 그램북 15UD50U-GX5JK 32GB램,LG전자,1,인텔,5,내장,32.0,51.0,1.7,15.6,1604250,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
ASUS ROG 제피러스 G16 GU605CM-QR023W,ASUS,1,인텔,9,외장,32.0,90.0,1.85,16.0,3299000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.07.,8,0,0,1,0
LG전자 2025 그램 프로17 17ZD90TR-SX7BK,LG전자,1,인텔,7,외장,32.0,90.0,1.48,17.0,3104970,2,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,1,5.0,1,25.01.,14,5,1,0,0
DELL 에일리언웨어 M15 R7 WP05KR,DELL,0,인텔,7,외장,32.0,86.0,2.69,15.6,5163000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,22.04.,47,2,0,1,0
LG전자 그램북 15U50U-GROWK 16GB램,LG전자,1,인텔,5,내장,16.0,51.0,1.7,15.6,1447120,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
HP 빅터스 15-fb3001AX WIN11,HP,1,AMD,9,외장,16.0,70.0,2.29,15.6,1459000,1,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.01.,14,0,0,1,0
ASUS 비보북 18 M1807HA-S8047,ASUS,1,AMD,7,내장,16.0,70.0,2.6,18.4,1099000,0,사무,0,0,1,0,0,0.0,0,25.03.,12,1,1,0,0
에이서 니트로 18 AI AN18-61-R1PB 64GB램,에이서,1,AMD,7,외장,64.0,90.0,3.02,18.0,3318880,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.11.,4,0,0,1,0
ASUS TUF Gaming A18 FA808UP-S8017 32GB램,ASUS,1,AMD,7,외장,32.0,90.0,2.6,18.0,2523610,1,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.06.,9,5,1,0,0
레노버 아이디어패드 Slim3 15ARP10 83K7003AKR,레노버,0,AMD,5,내장,8.0,60.0,1.49,15.1,929000,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,1,0,0
레노버 아이디어패드 Slim3 15AHP10 83KA005NKR,레노버,1,AMD,5,내장,16.0,60.0,1.63,15.3,1248000,0,사무,0,0,1,0,0,0.0,0,25.12.,3,1,1,0,0
ASUS 비보북 16 V3607VU-RP305 WIN11 32GB램,ASUS,0,인텔,5,외장,32.0,63.0,1.95,16.0,1699790,1,게임용,1,0,0,0,1,5.0,1,25.02.,13,2,0,1,0
LG전자 2024 그램16 16Z90SU-GRF6K 16GB램,LG전자,1,인텔,5,내장,16.0,77.0,1.12,16.0,1793000,0,사무,0,0,1,0,0,0.0,0,25.02.,13,1,0,1,0
LG전자 2025 그램 프로16 16ZD90TP-GX59K WIN11,LG전자,1,인텔,5,내장,32.0,77.0,1.199,16.0,2380210,0,사무,0,0,1,0,0,0.0,0,25.01.,14,1,0,1,0
ASUS ROG 제피러스 G14 GA403WP-QS020W,ASUS,1,AMD,9,외장,32.0,73.0,1.5,14.0,3499000,0,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,0,0.0,1,25.08.,7,0,0,1,0
LG전자 2024 그램17 17ZD90SU-GXF6K WIN11 16GB램,LG전자,1,인텔,5,내장,16.0,77.0,1.39,17.0,1719490,0,사무,0,0,1,0,0,0.0,0,25.02.,13,1,0,1,0
LG전자 2026 그램 프로16 16ZD90U-GX79K,LG전자,1,인텔,7,내장,32.0,77.0,1.23,16.0,2995570,0,사무,0,0,1,0,0,0.0,0,26.02.,1,1,1,0,0
HP 오멘 16-ap0074AX WIN11,HP,1,AMD,7,외장,32.0,70.0,2.45,16.0,2256000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,0,0,1,0
HP 오멘 16-ap0074AX,HP,1,AMD,7,외장,32.0,70.0,2.45,16.0,2318000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,5,1,0,0
LG전자 2025 그램15 15Z80T-GS5WK,LG전자,1,AMD,5,내장,16.0,72.0,1.29,15.6,1786570,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,0,1,0
삼성전자 갤럭시북4 NT750XGR-A71A WIN11,삼성전자,0,인텔,7,내장,16.0,54.0,1.55,15.6,1439950,28,사무,0,0,1,0,1,4.9,0,24.04.,23,4,0,1,0
LG전자 2023 울트라PC 15UD50R-GX56K WIN11,LG전자,0,인텔,5,내장,8.0,49.0,1.8,15.6,929240,4,사무,0,0,1,0,1,4.5,0,23.06.,33,4,0,1,0
LG전자 2025 그램15 15ZD80T-GX76K WIN11,LG전자,1,AMD,7,내장,16.0,72.0,1.29,15.6,1758980,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,0,1,0
LG전자 2026 그램15 15Z95U-GS5CK,LG전자,1,AMD,5,내장,16.0,72.0,1.29,15.6,1998960,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
레노버 LEGION Pro 7 16IAX10 U9 5080 Plus,레노버,1,인텔,9,외장,32.0,99.0,2.72,16.0,4696000,12,"게임용 , 그래픽작업용",1,1,0,0,1,4.8,1,25.03.,12,5,1,0,0
에이서 니트로 V 16S AI ANV16S-41-R6ZQ,에이서,1,AMD,7,외장,16.0,76.0,2.1,16.0,1709000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.10.,5,0,0,1,0
LG전자 2025 그램 프로17 17ZD90TR-SXSWK,LG전자,1,인텔,7,외장,32.0,90.0,1.48,17.0,3004000,0,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,0,0.0,1,25.09.,6,5,1,0,0
HP 오멘 MAX 16-ah0162TX,HP,1,인텔,7,외장,32.0,83.0,2.49,16.0,2960000,4,"게임용 , 그래픽작업용",1,1,0,0,1,4.5,1,25.04.,11,0,0,1,0
LG전자 2026 그램 프로16 16Z90U-GU7WK,LG전자,1,인텔,7,내장,32.0,77.0,1.239,16.0,2560800,9,사무,0,0,1,0,1,5.0,0,26.02.,1,4,0,1,0
ASUS TUF Gaming F16 FX608JMR-QT040 WIN11,ASUS,0,인텔,7,외장,16.0,90.0,2.2,16.0,1885000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,2,0,1,0
